n-plet	method	O-information	alpha	beta
X1-X2-X3-X6	THOI	0.0012409210205078125	0.4	0.30000000000000004
X1-X4-X5-X6	GCMI	-1.2542556767414225e-06	0.4	0.30000000000000004
X1-X4-X5-X6	NPEET	0.5700260726707491	0.4	0.30000000000000004
X1-X4-X5-X6	THOI	8.487701416015625e-06	0.4	0.30000000000000004
X2-X3-X6	GCMI	0.0014806703655642294	0.4	0.30000000000000004
X2-X3-X6	NPEET	0.015088343102311264	0.4	0.30000000000000004
X2-X3-X6	THOI	0.0012402534484863281	0.4	0.30000000000000004
X4-X5-X6	GCMI	-5.1583709534952504e-06	0.4	0.30000000000000004
X4-X5-X6	NPEET	0.29437459270062744	0.4	0.30000000000000004
X4-X5-X6	THOI	2.956390380859375e-06	0.4	0.30000000000000004
X1-X2-X3-X6	GCMI	0.001807129011178432	0.4	0.4
X1-X2-X3-X6	NPEET	-0.003280377787020683	0.4	0.4
X1-X2-X3-X6	THOI	0.0015504837036132812	0.4	0.4
X1-X4-X5-X6	GCMI	-1.182111213609005e-05	0.4	0.4
X1-X4-X5-X6	NPEET	0.5981753672386809	0.4	0.4
X1-X4-X5-X6	THOI	1.9073486328125e-07	0.4	0.4
X2-X3-X6	GCMI	0.0018213122892165145	0.4	0.4
X2-X3-X6	NPEET	0.00041408749409193034	0.4	0.4
X2-X3-X6	THOI	0.001562023162841797	0.4	0.4
X4-X5-X6	GCMI	-1.1772778917773507e-05	0.4	0.4
X4-X5-X6	NPEET	0.30919462490548194	0.4	0.4
X4-X5-X6	THOI	-1.71661376953125e-06	0.4	0.4
X1-X2-X3-X6	GCMI	0.0023354444276371565	0.4	0.5
X1-X2-X3-X6	NPEET	0.009918324724124261	0.4	0.5
X1-X2-X3-X6	THOI	0.0021755218505859373	0.4	0.5
X1-X4-X5-X6	GCMI	-1.2282015853060101e-05	0.4	0.5
X1-X4-X5-X6	NPEET	0.5969024416299142	0.4	0.5
X1-X4-X5-X6	THOI	-6.580352783203125e-06	0.4	0.5
X2-X3-X6	GCMI	0.002355498389360733	0.4	0.5
X2-X3-X6	NPEET	-0.001150745959688848	0.4	0.5
X2-X3-X6	THOI	0.002185821533203125	0.4	0.5
X4-X5-X6	GCMI	-9.700702850778952e-07	0.4	0.5
X4-X5-X6	NPEET	0.3245421013653317	0.4	0.5
X4-X5-X6	THOI	-1.1444091796875e-06	0.4	0.5
X1-X2-X3-X6	GCMI	0.0043018902841673425	0.4	0.6
X1-X2-X3-X6	NPEET	-5.596813217181307e-05	0.4	0.6
X1-X2-X3-X6	THOI	0.0035225868225097655	0.4	0.6
X1-X4-X5-X6	GCMI	1.0723449801020024e-05	0.4	0.6
X1-X4-X5-X6	NPEET	0.5728511737544014	0.4	0.6
X1-X4-X5-X6	THOI	-1.9073486328125e-07	0.4	0.6
X2-X3-X6	GCMI	0.004307526352826585	0.4	0.6
X2-X3-X6	NPEET	-0.03655051167774914	0.4	0.6
X2-X3-X6	THOI	0.0035262107849121094	0.4	0.6
X4-X5-X6	GCMI	3.043921270773353e-06	0.4	0.6
X4-X5-X6	NPEET	0.3192845695445635	0.4	0.6
X4-X5-X6	THOI	-5.435943603515625e-06	0.4	0.6
X1-X2-X3-X6	GCMI	0.004457140598022847	0.4	0.7000000000000001
X1-X2-X3-X6	NPEET	-0.003833310195952322	0.4	0.7000000000000001
X1-X2-X3-X6	THOI	0.003914833068847656	0.4	0.7000000000000001
X1-X4-X5-X6	GCMI	2.696403048290108e-05	0.4	0.7000000000000001
X1-X4-X5-X6	NPEET	0.5820427491883233	0.4	0.7000000000000001
X1-X4-X5-X6	THOI	2.269744873046875e-05	0.4	0.7000000000000001
X2-X3-X6	GCMI	0.004456345533630035	0.4	0.7000000000000001
X2-X3-X6	NPEET	-0.015346720644740585	0.4	0.7000000000000001
X2-X3-X6	THOI	0.003911209106445312	0.4	0.7000000000000001
X4-X5-X6	GCMI	-2.489676638717242e-06	0.4	0.7000000000000001
X4-X5-X6	NPEET	0.333214411655098	0.4	0.7000000000000001
X4-X5-X6	THOI	2.384185791015625e-06	0.4	0.7000000000000001
X1-X2-X3-X6	GCMI	0.006042326149553645	0.4	0.8
X1-X2-X3-X6	NPEET	0.002892727673327755	0.4	0.8
X1-X2-X3-X6	THOI	0.005078411102294922	0.4	0.8
X1-X4-X5-X6	GCMI	-4.228901722314049e-06	0.4	0.8
X1-X4-X5-X6	NPEET	0.5941800988559095	0.4	0.8
X1-X4-X5-X6	THOI	-1.6689300537109375e-05	0.4	0.8
X2-X3-X6	GCMI	0.0060647122405066865	0.4	0.8
X2-X3-X6	NPEET	-0.04394419752081493	0.4	0.8
X2-X3-X6	THOI	0.0050908088684082035	0.4	0.8
X4-X5-X6	GCMI	-8.01850453200359e-06	0.4	0.8
X4-X5-X6	NPEET	0.33923845421479193	0.4	0.8
X4-X5-X6	THOI	-1.9931793212890624e-05	0.4	0.8
X1-X2-X3-X6	GCMI	0.006745191673884677	0.4	0.9
X1-X2-X3-X6	NPEET	-0.036410607507974646	0.4	0.9
X1-X2-X3-X6	THOI	0.005775642395019531	0.4	0.9
X1-X4-X5-X6	GCMI	-1.2728424305663566e-05	0.4	0.9
X1-X4-X5-X6	NPEET	0.6182776959547024	0.4	0.9
X1-X4-X5-X6	THOI	1.4972686767578124e-05	0.4	0.9
X2-X3-X6	GCMI	0.0067401243932691205	0.4	0.9
X2-X3-X6	NPEET	-0.03946313549944982	0.4	0.9
X2-X3-X6	THOI	0.00576629638671875	0.4	0.9
X4-X5-X6	GCMI	1.0687991977675893e-06	0.4	0.9
X4-X5-X6	NPEET	0.3366687120455927	0.4	0.9
X4-X5-X6	THOI	2.44140625e-05	0.4	0.9
X1-X2-X3-X6	GCMI	0.007383625874102506	0.4	1.0
X1-X2-X3-X6	NPEET	-0.03404000252679111	0.4	1.0
X1-X2-X3-X6	THOI	0.006440067291259765	0.4	1.0
X1-X4-X5-X6	GCMI	1.1823142289557608e-05	0.4	1.0
X1-X4-X5-X6	NPEET	0.6375973709660446	0.4	1.0
X1-X4-X5-X6	THOI	1.0395050048828125e-05	0.4	1.0
X2-X3-X6	GCMI	0.007382022573995073	0.4	1.0
X2-X3-X6	NPEET	-0.05672616312835892	0.4	1.0
X2-X3-X6	THOI	0.006440162658691406	0.4	1.0
X4-X5-X6	GCMI	6.836333681903284e-06	0.4	1.0
X4-X5-X6	NPEET	0.31707459715025993	0.4	1.0
X4-X5-X6	THOI	6.4849853515625e-06	0.4	1.0
X1-X2-X3-X6	GCMI	0.00018788671237075506	0.5	0.1
X1-X2-X3-X6	NPEET	0.042326251842207084	0.5	0.1
X1-X2-X3-X6	THOI	0.000168609619140625	0.5	0.1
X1-X4-X5-X6	GCMI	3.4049825018200862e-06	0.5	0.1
X1-X4-X5-X6	NPEET	0.4231939432244708	0.5	0.1
X1-X4-X5-X6	THOI	2.956390380859375e-06	0.5	0.1
X2-X3-X6	GCMI	0.00017608649048330704	0.5	0.1
X2-X3-X6	NPEET	0.01871072810529508	0.5	0.1
X2-X3-X6	THOI	0.00015420913696289061	0.5	0.1
X4-X5-X6	GCMI	-2.2936974861664794e-06	0.5	0.1
X4-X5-X6	NPEET	0.24124978566407423	0.5	0.1
X4-X5-X6	THOI	9.5367431640625e-08	0.5	0.1
X1-X2-X3-X6	GCMI	0.0004966998854641247	0.5	0.2
X1-X2-X3-X6	NPEET	0.041801564425443874	0.5	0.2
X1-X2-X3-X6	THOI	0.0005069732666015625	0.5	0.2
X1-X4-X5-X6	GCMI	-6.223658786552732e-07	0.5	0.2
X1-X4-X5-X6	NPEET	0.3826490205750531	0.5	0.2
X1-X4-X5-X6	THOI	5.91278076171875e-06	0.5	0.2
X2-X3-X6	GCMI	0.0004963291713297125	0.5	0.2
X2-X3-X6	NPEET	0.002064733835925381	0.5	0.2
X2-X3-X6	THOI	0.00048580169677734373	0.5	0.2
X4-X5-X6	GCMI	-3.2511595840389875e-06	0.5	0.2
X4-X5-X6	NPEET	0.22821508191475512	0.5	0.2
X4-X5-X6	THOI	3.4332275390625e-06	0.5	0.2
X1-X2-X3-X6	GCMI	0.0007837424805394733	0.5	0.30000000000000004
X1-X2-X3-X6	NPEET	0.026037418868096296	0.5	0.30000000000000004
X1-X2-X3-X6	THOI	0.0007982254028320312	0.5	0.30000000000000004
X1-X4-X5-X6	GCMI	-3.8067994296397954e-06	0.5	0.30000000000000004
X1-X4-X5-X6	NPEET	0.4273427891966385	0.5	0.30000000000000004
X1-X4-X5-X6	THOI	6.29425048828125e-06	0.5	0.30000000000000004
X2-X3-X6	GCMI	0.0008078561462493639	0.5	0.30000000000000004
X2-X3-X6	NPEET	0.014768705750443622	0.5	0.30000000000000004
X2-X3-X6	THOI	0.0008016586303710938	0.5	0.30000000000000004
X4-X5-X6	GCMI	-8.884643963824602e-06	0.5	0.30000000000000004
X4-X5-X6	NPEET	0.2762609754373312	0.5	0.30000000000000004
X4-X5-X6	THOI	1.430511474609375e-06	0.5	0.30000000000000004
X1-X2-X3-X6	GCMI	0.0014483331316185399	0.5	0.4
X1-X2-X3-X6	NPEET	0.008052904801124328	0.5	0.4
X1-X2-X3-X6	THOI	0.001427936553955078	0.5	0.4
X1-X4-X5-X6	GCMI	-2.7453769412488783e-06	0.5	0.4
X1-X4-X5-X6	NPEET	0.4082004057565182	0.5	0.4
X1-X4-X5-X6	THOI	-2.47955322265625e-06	0.5	0.4
X2-X3-X6	GCMI	0.0014002929579453038	0.5	0.4
X2-X3-X6	NPEET	-0.004038004050009825	0.5	0.4
X2-X3-X6	THOI	0.0014113426208496095	0.5	0.4
X4-X5-X6	GCMI	2.186885448196563e-06	0.5	0.4
X4-X5-X6	NPEET	0.25101601960381553	0.5	0.4
X4-X5-X6	THOI	-1.239776611328125e-06	0.5	0.4
X1-X2-X3-X6	GCMI	0.0016380906320222267	0.5	0.5
X1-X2-X3-X6	NPEET	0.012977821723411154	0.5	0.5
X1-X2-X3-X6	THOI	0.0019114494323730468	0.5	0.5
X1-X4-X5-X6	GCMI	2.479098455410167e-06	0.5	0.5
X1-X4-X5-X6	NPEET	0.416090580406874	0.5	0.5
X1-X4-X5-X6	THOI	9.5367431640625e-08	0.5	0.5
X2-X3-X6	GCMI	0.0016479611933826633	0.5	0.5
X2-X3-X6	NPEET	0.007579658739976481	0.5	0.5
X2-X3-X6	THOI	0.0019120216369628907	0.5	0.5
X4-X5-X6	GCMI	6.484200998002621e-06	0.5	0.5
X4-X5-X6	NPEET	0.25050360518987685	0.5	0.5
X4-X5-X6	THOI	-4.76837158203125e-07	0.5	0.5
X1-X2-X3-X6	GCMI	0.002833954437704023	0.5	0.6
X1-X2-X3-X6	NPEET	0.034935282075456084	0.5	0.6
X1-X2-X3-X6	THOI	0.0029163360595703125	0.5	0.6
X1-X4-X5-X6	GCMI	2.5257579784465635e-05	0.5	0.6
X1-X4-X5-X6	NPEET	0.40611003144950575	0.5	0.6
X1-X4-X5-X6	THOI	9.5367431640625e-08	0.5	0.6
X2-X3-X6	GCMI	0.002852244765230871	0.5	0.6
X2-X3-X6	NPEET	-0.013691918025636874	0.5	0.6
X2-X3-X6	THOI	0.0029309272766113283	0.5	0.6
X4-X5-X6	GCMI	2.0462488305739158e-05	0.5	0.6
X4-X5-X6	NPEET	0.2671616666580093	0.5	0.6
X4-X5-X6	THOI	-1.33514404296875e-06	0.5	0.6
X1-X2-X3-X6	GCMI	0.002644334818247529	0.5	0.7000000000000001
X1-X2-X3-X6	NPEET	0.02168685454400503	0.5	0.7000000000000001
X1-X2-X3-X6	THOI	0.002887248992919922	0.5	0.7000000000000001
X1-X4-X5-X6	GCMI	-1.6007690987862589e-06	0.5	0.7000000000000001
X1-X4-X5-X6	NPEET	0.43170218281842915	0.5	0.7000000000000001
X1-X4-X5-X6	THOI	-7.343292236328125e-06	0.5	0.7000000000000001
X2-X3-X6	GCMI	0.002675301440839206	0.5	0.7000000000000001
X2-X3-X6	NPEET	-0.009477002963888915	0.5	0.7000000000000001
X2-X3-X6	THOI	0.0029042243957519533	0.5	0.7000000000000001
X4-X5-X6	GCMI	4.584898021420258e-06	0.5	0.7000000000000001
X4-X5-X6	NPEET	0.2634518716841058	0.5	0.7000000000000001
X4-X5-X6	THOI	-3.814697265625e-07	0.5	0.7000000000000001
X1-X2-X3-X6	GCMI	0.003933278577040511	0.5	0.8
X1-X2-X3-X6	NPEET	-0.03307843642387596	0.5	0.8
X1-X2-X3-X6	THOI	0.004222774505615234	0.5	0.8
X1-X4-X5-X6	GCMI	6.059369290767336e-06	0.5	0.8
X1-X4-X5-X6	NPEET	0.4559378990353949	0.5	0.8
X1-X4-X5-X6	THOI	-1.52587890625e-06	0.5	0.8
X2-X3-X6	GCMI	0.003953874741495156	0.5	0.8
X2-X3-X6	NPEET	-0.05277691134740401	0.5	0.8
X2-X3-X6	THOI	0.004227447509765625	0.5	0.8
X4-X5-X6	GCMI	2.885095732096943e-06	0.5	0.8
X4-X5-X6	NPEET	0.2772317595296013	0.5	0.8
X4-X5-X6	THOI	-4.00543212890625e-06	0.5	0.8
X1-X2-X3-X6	GCMI	0.004939682606819673	0.5	0.9
X1-X2-X3-X6	NPEET	-0.0018241072807427372	0.5	0.9
X1-X2-X3-X6	THOI	0.004932308197021484	0.5	0.9
X1-X4-X5-X6	GCMI	3.4168732895523136e-06	0.5	0.9
X1-X4-X5-X6	NPEET	0.4331212968129897	0.5	0.9
X1-X4-X5-X6	THOI	5.91278076171875e-06	0.5	0.9
X2-X3-X6	GCMI	0.004932497794450086	0.5	0.9
X2-X3-X6	NPEET	-0.00976953066628532	0.5	0.9
X2-X3-X6	THOI	0.004920482635498047	0.5	0.9
X4-X5-X6	GCMI	6.308726760906324e-06	0.5	0.9
X4-X5-X6	NPEET	0.2793933338961653	0.5	0.9
X4-X5-X6	THOI	6.866455078125e-06	0.5	0.9
X1-X2-X3-X6	GCMI	0.0047250712816328646	0.5	1.0
X1-X2-X3-X6	NPEET	-0.028767287927770013	0.5	1.0
X1-X2-X3-X6	THOI	0.0049727439880371095	0.5	1.0
X1-X4-X5-X6	GCMI	-5.158104534785934e-06	0.5	1.0
X1-X4-X5-X6	NPEET	0.4360088736523391	0.5	1.0
X1-X4-X5-X6	THOI	-8.58306884765625e-07	0.5	1.0
X2-X3-X6	GCMI	0.004731920132090117	0.5	1.0
X2-X3-X6	NPEET	-0.04899778614413393	0.5	1.0
X2-X3-X6	THOI	0.004967117309570312	0.5	1.0
X4-X5-X6	GCMI	6.423140234801395e-07	0.5	1.0
X4-X5-X6	NPEET	0.265748880927487	0.5	1.0
X4-X5-X6	THOI	1.621246337890625e-06	0.5	1.0
X1-X2-X3-X6	GCMI	2.0359203366382415e-05	0.6	0.1
X1-X2-X3-X6	NPEET	0.03736030909997581	0.6	0.1
X1-X2-X3-X6	THOI	4.1961669921875e-05	0.6	0.1
X1-X4-X5-X6	GCMI	-9.60015576367823e-08	0.6	0.1
X1-X4-X5-X6	NPEET	0.3698806578068009	0.6	0.1
X1-X4-X5-X6	THOI	2.193450927734375e-06	0.6	0.1
X2-X3-X6	GCMI	1.0485470623322612e-06	0.6	0.1
X2-X3-X6	NPEET	0.03295142332480179	0.6	0.1
X2-X3-X6	THOI	3.2520294189453126e-05	0.6	0.1
X4-X5-X6	GCMI	-1.8051324914836187e-07	0.6	0.1
X4-X5-X6	NPEET	0.1791343741060615	0.6	0.1
X4-X5-X6	THOI	-6.67572021484375e-07	0.6	0.1
X1-X2-X3-X6	GCMI	0.0002841309583928364	0.6	0.2
X1-X2-X3-X6	NPEET	0.05209541434953948	0.6	0.2
X1-X2-X3-X6	THOI	0.00027179718017578125	0.6	0.2
X1-X4-X5-X6	GCMI	6.514345300701052e-06	0.6	0.2
X1-X4-X5-X6	NPEET	0.3384254050656111	0.6	0.2
X1-X4-X5-X6	THOI	1.239776611328125e-06	0.6	0.2
X2-X3-X6	GCMI	0.0002728424052072853	0.6	0.2
X2-X3-X6	NPEET	0.05631064041460654	0.6	0.2
X2-X3-X6	THOI	0.0002552986145019531	0.6	0.2
X4-X5-X6	GCMI	7.008012635978389e-06	0.6	0.2
X4-X5-X6	NPEET	0.14593068517715083	0.6	0.2
X4-X5-X6	THOI	1.33514404296875e-06	0.6	0.2
X1-X2-X3-X6	GCMI	0.00031271232499250343	0.6	0.30000000000000004
X1-X2-X3-X6	NPEET	0.0641704946404893	0.6	0.30000000000000004
X1-X2-X3-X6	THOI	0.0005509376525878907	0.6	0.30000000000000004
X1-X4-X5-X6	GCMI	-4.217244931226105e-06	0.6	0.30000000000000004
X1-X4-X5-X6	NPEET	0.34895095970141765	0.6	0.30000000000000004
X1-X4-X5-X6	THOI	-4.00543212890625e-06	0.6	0.30000000000000004
X2-X3-X6	GCMI	0.00024907507645028916	0.6	0.30000000000000004
X2-X3-X6	NPEET	0.01638956421152944	0.6	0.30000000000000004
X2-X3-X6	THOI	0.0005128860473632812	0.6	0.30000000000000004
X4-X5-X6	GCMI	-1.6695352893947301e-06	0.6	0.30000000000000004
X4-X5-X6	NPEET	0.18079994186281034	0.6	0.30000000000000004
X4-X5-X6	THOI	-3.24249267578125e-06	0.6	0.30000000000000004
X1-X2-X3-X6	GCMI	0.0007827057628873035	0.6	0.4
X1-X2-X3-X6	NPEET	0.05563811060752357	0.6	0.4
X1-X2-X3-X6	THOI	0.0011895179748535156	0.6	0.4
X1-X4-X5-X6	GCMI	-5.613986468944176e-06	0.6	0.4
X1-X4-X5-X6	NPEET	0.35724725539159186	0.6	0.4
X1-X4-X5-X6	THOI	1.1444091796875e-06	0.6	0.4
X2-X3-X6	GCMI	0.0008537249247828171	0.6	0.4
X2-X3-X6	NPEET	0.015124228689965769	0.6	0.4
X2-X3-X6	THOI	0.0012196540832519532	0.6	0.4
X4-X5-X6	GCMI	-5.792356977352142e-06	0.6	0.4
X4-X5-X6	NPEET	0.15802155126885306	0.6	0.4
X4-X5-X6	THOI	1.33514404296875e-06	0.6	0.4
X1-X2-X3-X6	GCMI	0.0007221608814525382	0.6	0.5
X1-X2-X3-X6	NPEET	0.041245235547959426	0.6	0.5
X1-X2-X3-X6	THOI	0.0014555931091308593	0.6	0.5
X1-X4-X5-X6	GCMI	9.906737980003299e-06	0.6	0.5
X1-X4-X5-X6	NPEET	0.34926859740221766	0.6	0.5
X1-X4-X5-X6	THOI	6.389617919921875e-06	0.6	0.5
X2-X3-X6	GCMI	0.0007521020494861474	0.6	0.5
X2-X3-X6	NPEET	-0.0012385105459495449	0.6	0.5
X2-X3-X6	THOI	0.001481914520263672	0.6	0.5
X4-X5-X6	GCMI	1.566209896743942e-05	0.6	0.5
X4-X5-X6	NPEET	0.17262454537051183	0.6	0.5
X4-X5-X6	THOI	8.7738037109375e-06	0.6	0.5
X1-X2-X3-X6	GCMI	0.002278774826434926	0.6	0.6
X1-X2-X3-X6	NPEET	0.032388229832476155	0.6	0.6
X1-X2-X3-X6	THOI	0.002597999572753906	0.6	0.6
X1-X4-X5-X6	GCMI	-2.2883064119127993e-07	0.6	0.6
X1-X4-X5-X6	NPEET	0.351904437940172	0.6	0.6
X1-X4-X5-X6	THOI	1.4495849609375e-05	0.6	0.6
X2-X3-X6	GCMI	0.00228911151492035	0.6	0.6
X2-X3-X6	NPEET	0.007279876837846366	0.6	0.6
X2-X3-X6	THOI	0.002597618103027344	0.6	0.6
X4-X5-X6	GCMI	1.1945205063312869e-06	0.6	0.6
X4-X5-X6	NPEET	0.1931435376006508	0.6	0.6
X4-X5-X6	THOI	1.544952392578125e-05	0.6	0.6
X1-X2-X3-X6	GCMI	0.0023579242553594783	0.6	0.7000000000000001
X1-X2-X3-X6	NPEET	0.010199422413611358	0.6	0.7000000000000001
X1-X2-X3-X6	THOI	0.0028189659118652345	0.6	0.7000000000000001
X1-X4-X5-X6	GCMI	-2.187920784280095e-06	0.6	0.7000000000000001
X1-X4-X5-X6	NPEET	0.3480580179526115	0.6	0.7000000000000001
X1-X4-X5-X6	THOI	-1.621246337890625e-06	0.6	0.7000000000000001
X2-X3-X6	GCMI	0.0024065960679756416	0.6	0.7000000000000001
X2-X3-X6	NPEET	-0.013756676454361561	0.6	0.7000000000000001
X2-X3-X6	THOI	0.002827739715576172	0.6	0.7000000000000001
X4-X5-X6	GCMI	-9.616939454559769e-07	0.6	0.7000000000000001
X4-X5-X6	NPEET	0.17555892845501475	0.6	0.7000000000000001
X4-X5-X6	THOI	-9.5367431640625e-07	0.6	0.7000000000000001
X1-X2-X3-X6	GCMI	0.002776142658342451	0.6	0.8
X1-X2-X3-X6	NPEET	0.009960349086065889	0.6	0.8
X1-X2-X3-X6	THOI	0.003532123565673828	0.6	0.8
X1-X4-X5-X6	GCMI	-3.4565223470650606e-05	0.6	0.8
X1-X4-X5-X6	NPEET	0.3782326111502961	0.6	0.8
X1-X4-X5-X6	THOI	3.528594970703125e-06	0.6	0.8
X2-X3-X6	GCMI	0.0027536542933114918	0.6	0.8
X2-X3-X6	NPEET	-0.02870593571515876	0.6	0.8
X2-X3-X6	THOI	0.003517341613769531	0.6	0.8
X4-X5-X6	GCMI	-1.9086319812799957e-05	0.6	0.8
X4-X5-X6	NPEET	0.18740357784792536	0.6	0.8
X4-X5-X6	THOI	9.250640869140624e-06	0.6	0.8
X1-X2-X3-X6	GCMI	0.0031190527342410236	0.6	0.9
X1-X2-X3-X6	NPEET	-0.004800899837054828	0.6	0.9
X1-X2-X3-X6	THOI	0.0039311408996582035	0.6	0.9
X1-X4-X5-X6	GCMI	-9.627979886772664e-06	0.6	0.9
X1-X4-X5-X6	NPEET	0.39895950210757436	0.6	0.9
X1-X4-X5-X6	THOI	-2.9659271240234376e-05	0.6	0.9
X2-X3-X6	GCMI	0.0031341288370098754	0.6	0.9
X2-X3-X6	NPEET	-0.03605428012637368	0.6	0.9
X2-X3-X6	THOI	0.003922653198242187	0.6	0.9
X4-X5-X6	GCMI	-2.16225353142363e-06	0.6	0.9
X4-X5-X6	NPEET	0.21477921298248148	0.6	0.9
X4-X5-X6	THOI	-2.803802490234375e-05	0.6	0.9
X1-X2-X3-X6	GCMI	0.003007292291017194	0.6	1.0
X1-X2-X3-X6	NPEET	-0.03484530666705865	0.6	1.0
X1-X2-X3-X6	THOI	0.004048824310302734	0.6	1.0
X1-X4-X5-X6	GCMI	1.4397648927655382e-05	0.6	1.0
X1-X4-X5-X6	NPEET	0.3903843322589317	0.6	1.0
X1-X4-X5-X6	THOI	1.25885009765625e-05	0.6	1.0
X2-X3-X6	GCMI	0.0030167259581071804	0.6	1.0
X2-X3-X6	NPEET	-0.08198201342930514	0.6	1.0
X2-X3-X6	THOI	0.004051780700683594	0.6	1.0
X4-X5-X6	GCMI	2.7235561361749205e-08	0.6	1.0
X4-X5-X6	NPEET	0.17515325800303624	0.6	1.0
X4-X5-X6	THOI	3.62396240234375e-06	0.6	1.0
X1-X2-X3-X6	GCMI	-4.674033933298461e-05	0.7000000000000001	0.1
X1-X2-X3-X6	NPEET	0.07969382199444439	0.7000000000000001	0.1
X1-X2-X3-X6	THOI	3.814697265625e-05	0.7000000000000001	0.1
X1-X4-X5-X6	GCMI	1.949378880539143e-06	0.7000000000000001	0.1
X1-X4-X5-X6	NPEET	0.3269839301002623	0.7000000000000001	0.1
X1-X4-X5-X6	THOI	-3.814697265625e-07	0.7000000000000001	0.1
X2-X3-X6	GCMI	-1.1347926807658837e-05	0.7000000000000001	0.1
X2-X3-X6	NPEET	0.019362676490711196	0.7000000000000001	0.1
X2-X3-X6	THOI	6.151199340820312e-05	0.7000000000000001	0.1
X4-X5-X6	GCMI	1.4256751747154795e-06	0.7000000000000001	0.1
X4-X5-X6	NPEET	0.186366115511324	0.7000000000000001	0.1
X4-X5-X6	THOI	0.0	0.7000000000000001	0.1
X1-X2-X3-X6	GCMI	4.412046901194344e-05	0.7000000000000001	0.2
X1-X2-X3-X6	NPEET	0.05032519826880914	0.7000000000000001	0.2
X1-X2-X3-X6	THOI	0.0002490997314453125	0.7000000000000001	0.2
X1-X4-X5-X6	GCMI	-6.527451327542622e-06	0.7000000000000001	0.2
X1-X4-X5-X6	NPEET	0.2984780567676587	0.7000000000000001	0.2
X1-X4-X5-X6	THOI	-4.482269287109375e-06	0.7000000000000001	0.2
X2-X3-X6	GCMI	0.00012047820401761555	0.7000000000000001	0.2
X2-X3-X6	NPEET	0.02383229024936977	0.7000000000000001	0.2
X2-X3-X6	THOI	0.00030040740966796875	0.7000000000000001	0.2
X4-X5-X6	GCMI	-7.511591601527811e-06	0.7000000000000001	0.2
X4-X5-X6	NPEET	0.17562238124628687	0.7000000000000001	0.2
X4-X5-X6	THOI	-5.7220458984375e-06	0.7000000000000001	0.2
X1-X2-X3-X6	GCMI	0.0004316722845928211	0.7000000000000001	0.30000000000000004
X1-X2-X3-X6	NPEET	0.08288970455087039	0.7000000000000001	0.30000000000000004
X1-X2-X3-X6	THOI	0.0005556106567382813	0.7000000000000001	0.30000000000000004
X1-X4-X5-X6	GCMI	2.26726741487937e-06	0.7000000000000001	0.30000000000000004
X1-X4-X5-X6	NPEET	0.3301499907037009	0.7000000000000001	0.30000000000000004
X1-X4-X5-X6	THOI	-2.288818359375e-06	0.7000000000000001	0.30000000000000004
X2-X3-X6	GCMI	0.00047783513995138807	0.7000000000000001	0.30000000000000004
X2-X3-X6	NPEET	0.02626522729859495	0.7000000000000001	0.30000000000000004
X2-X3-X6	THOI	0.0006239891052246093	0.7000000000000001	0.30000000000000004
X4-X5-X6	GCMI	-2.439940955412112e-06	0.7000000000000001	0.30000000000000004
X4-X5-X6	NPEET	0.17183751114122875	0.7000000000000001	0.30000000000000004
X4-X5-X6	THOI	-8.20159912109375e-06	0.7000000000000001	0.30000000000000004
X1-X2-X3-X6	GCMI	0.0003802558428290581	0.7000000000000001	0.4
X1-X2-X3-X6	NPEET	0.04978082446038386	0.7000000000000001	0.4
X1-X2-X3-X6	THOI	0.0009397506713867187	0.7000000000000001	0.4
X1-X4-X5-X6	GCMI	-2.6633500402084563e-05	0.7000000000000001	0.4
X1-X4-X5-X6	NPEET	0.31474340225412617	0.7000000000000001	0.4
X1-X4-X5-X6	THOI	-2.593994140625e-05	0.7000000000000001	0.4
X2-X3-X6	GCMI	0.0004045930696527478	0.7000000000000001	0.4
X2-X3-X6	NPEET	0.03189045712732206	0.7000000000000001	0.4
X2-X3-X6	THOI	0.0009932518005371094	0.7000000000000001	0.4
X4-X5-X6	GCMI	-1.0396765400599861e-05	0.7000000000000001	0.4
X4-X5-X6	NPEET	0.15481209784421743	0.7000000000000001	0.4
X4-X5-X6	THOI	-2.002716064453125e-05	0.7000000000000001	0.4
X1-X2-X3-X6	GCMI	0.0007113903558732204	0.7000000000000001	0.5
X1-X2-X3-X6	NPEET	0.053152319578131824	0.7000000000000001	0.5
X1-X2-X3-X6	THOI	0.001262664794921875	0.7000000000000001	0.5
X1-X4-X5-X6	GCMI	8.029204843040815e-06	0.7000000000000001	0.5
X1-X4-X5-X6	NPEET	0.3179717860661004	0.7000000000000001	0.5
X1-X4-X5-X6	THOI	-5.512237548828125e-05	0.7000000000000001	0.5
X2-X3-X6	GCMI	0.0006849587943831281	0.7000000000000001	0.5
X2-X3-X6	NPEET	0.012708263647416018	0.7000000000000001	0.5
X2-X3-X6	THOI	0.0012399673461914063	0.7000000000000001	0.5
X4-X5-X6	GCMI	6.737504910248049e-06	0.7000000000000001	0.5
X4-X5-X6	NPEET	0.17554574953724061	0.7000000000000001	0.5
X4-X5-X6	THOI	-5.53131103515625e-05	0.7000000000000001	0.5
X1-X2-X3-X6	GCMI	0.0011297686805363583	0.7000000000000001	0.6
X1-X2-X3-X6	NPEET	0.03257552631209108	0.7000000000000001	0.6
X1-X2-X3-X6	THOI	0.0018772125244140626	0.7000000000000001	0.6
