n-plet	method	O-information	alpha	beta	gamma
X1-X2-X3-X4-X5	NPEET	2.108338779721995	0.2	0.4	0.1
X1-X2-X3-X4-X5	THOI	1.579901349544525	0.2	0.4	0.1
X1-X2-X3-X4-X5-X6	GCMI	3.244374316911461	0.2	0.4	0.1
X1-X2-X3-X4-X5-X6	NPEET	3.105833840332555	0.2	0.4	0.1
X1-X2-X3-X4-X5-X6	THOI	2.248828387260437	0.2	0.4	0.1
Z00-Z01-X1-X2-X3	GCMI	1.25924365164973	0.2	0.4	0.1
Z00-Z01-X1-X2-X3	NPEET	1.4603576853821212	0.2	0.4	0.1
Z00-Z01-X1-X2-X3	THOI	0.8728407979011535	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	2.3330883304575343	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	2.888563917594766	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4	THOI	1.6171725034713744	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	3.891240238382936	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	4.313226942835337	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	2.6972026348114015	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	5.395694909576063	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	5.751021562696849	0.2	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	3.7400112628936766	0.2	0.4	0.1
X1-X2-X3	GCMI	0.7201611824765407	0.2	0.5	0.1
X1-X2-X3	NPEET	0.5504489440312412	0.2	0.5	0.1
X1-X2-X3	THOI	0.49917781352996826	0.2	0.5	0.1
X1-X2-X3-X4	GCMI	1.2940172201454625	0.2	0.5	0.1
X1-X2-X3-X4	NPEET	1.2510437046531715	0.2	0.5	0.1
X1-X2-X3-X4	THOI	0.8969435930252075	0.2	0.5	0.1
X1-X2-X3-X4-X5	GCMI	2.8451889851721455	0.2	0.5	0.1
X1-X2-X3-X4-X5	NPEET	2.594246908550467	0.2	0.5	0.1
X1-X2-X3-X4-X5	THOI	1.9721343040466308	0.2	0.5	0.1
X1-X2-X3-X4-X5-X6	GCMI	4.102263263297299	0.2	0.5	0.1
X1-X2-X3-X4-X5-X6	NPEET	3.794864091359957	0.2	0.5	0.1
X1-X2-X3-X4-X5-X6	THOI	2.8434707880020142	0.2	0.5	0.1
Z00-Z01-X1-X2-X3	GCMI	1.7111248594460282	0.2	0.5	0.1
Z00-Z01-X1-X2-X3	NPEET	1.8181301461074029	0.2	0.5	0.1
Z00-Z01-X1-X2-X3	THOI	1.1860607981681823	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	2.91491939438189	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	3.407053077584481	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4	THOI	2.0204671382904054	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	4.718696957899281	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	5.031815346224943	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	3.2707515954971313	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	6.5301461820569795	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	6.675212009019061	0.2	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	4.526352596282959	0.2	0.5	0.1
X1-X2-X3	GCMI	0.8956047082157035	0.2	0.6	0.1
X1-X2-X3	NPEET	0.6738108509688586	0.2	0.6	0.1
X1-X2-X3	THOI	0.6207858920097351	0.2	0.6	0.1
X1-X2-X3-X4	GCMI	1.5879572052566595	0.2	0.6	0.1
X1-X2-X3-X4	NPEET	1.4877585030840677	0.2	0.6	0.1
X1-X2-X3-X4	THOI	1.1006876230239868	0.2	0.6	0.1
X1-X2-X3-X4-X5	GCMI	3.352075307989214	0.2	0.6	0.1
X1-X2-X3-X4-X5	NPEET	3.0080504837845816	0.2	0.6	0.1
X1-X2-X3-X4-X5	THOI	2.3234811544418337	0.2	0.6	0.1
X1-X2-X3-X4-X5-X6	GCMI	4.849713517846505	0.2	0.6	0.1
X1-X2-X3-X4-X5-X6	NPEET	4.3824346638535605	0.2	0.6	0.1
X1-X2-X3-X4-X5-X6	THOI	3.3615642309188845	0.2	0.6	0.1
Z00-Z01-X1-X2-X3	GCMI	2.1003997412283093	0.2	0.6	0.1
Z00-Z01-X1-X2-X3	NPEET	2.1327720374265913	0.2	0.6	0.1
Z00-Z01-X1-X2-X3	THOI	1.4558855533599853	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	3.4356145955616193	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	3.862459243558908	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4	THOI	2.381384992599487	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	5.451698825092839	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	5.650654604935154	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	3.7788291692733766	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	7.513339239522134	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	7.465047751759023	0.2	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	5.207849740982056	0.2	0.6	0.1
X1-X2-X3	GCMI	1.0666956807496544	0.2	0.7	0.1
X1-X2-X3	NPEET	0.800766318210098	0.2	0.7	0.1
X1-X2-X3	THOI	0.7393772602081299	0.2	0.7	0.1
X1-X2-X3-X4	GCMI	1.8616955611244452	0.2	0.7	0.1
X1-X2-X3-X4	NPEET	1.7398219341538195	0.2	0.7	0.1
X1-X2-X3-X4	THOI	1.2904285192489624	0.2	0.7	0.1
X1-X2-X3-X4-X5	GCMI	3.823075254294758	0.2	0.7	0.1
X1-X2-X3-X4-X5	NPEET	3.4066197315976026	0.2	0.7	0.1
X1-X2-X3-X4-X5	THOI	2.6499531507492065	0.2	0.7	0.1
X1-X2-X3-X4-X5-X6	GCMI	5.5412794585135705	0.2	0.7	0.1
X1-X2-X3-X4-X5-X6	NPEET	4.925668970505003	0.2	0.7	0.1
X1-X2-X3-X4-X5-X6	THOI	3.8409218072891234	0.2	0.7	0.1
Z00-Z01-X1-X2-X3	GCMI	2.466450695965367	0.2	0.7	0.1
Z00-Z01-X1-X2-X3	NPEET	2.434775387126717	0.2	0.7	0.1
Z00-Z01-X1-X2-X3	THOI	1.7096122980117798	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	3.922736528715442	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	4.306313889935727	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4	THOI	2.7190327405929566	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	6.128779668815204	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	6.266230417946053	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	4.2481457710266115	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	8.408139778337812	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	8.228707750854637	0.2	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	5.828075933456421	0.2	0.7	0.1
X1-X2-X3	GCMI	1.228135594154384	0.2	0.8	0.1
X1-X2-X3	NPEET	0.9171998337184195	0.2	0.8	0.1
X1-X2-X3	THOI	0.8512786507606507	0.2	0.8	0.1
X1-X2-X3-X4	GCMI	2.1463994731783016	0.2	0.8	0.1
X1-X2-X3-X4	NPEET	1.9685079765679845	0.2	0.8	0.1
X1-X2-X3-X4	THOI	1.4877699136734008	0.2	0.8	0.1
X1-X2-X3-X4-X5	GCMI	4.277370261981511	0.2	0.8	0.1
X1-X2-X3-X4-X5	NPEET	3.7479884971744197	0.2	0.8	0.1
X1-X2-X3-X4-X5	THOI	2.9648465394973753	0.2	0.8	0.1
X1-X2-X3-X4-X5-X6	GCMI	6.181591909762706	0.2	0.8	0.1
X1-X2-X3-X4-X5-X6	NPEET	5.39930904615827	0.2	0.8	0.1
X1-X2-X3-X4-X5-X6	THOI	4.284752607345581	0.2	0.8	0.1
Z00-Z01-X1-X2-X3	GCMI	2.8065809583219172	0.2	0.8	0.1
Z00-Z01-X1-X2-X3	NPEET	2.6968806857940137	0.2	0.8	0.1
Z00-Z01-X1-X2-X3	THOI	1.9453725814819336	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	4.388909242710858	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	4.696303785461701	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4	THOI	3.0421592235565185	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	6.764129086599736	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	6.788960536426751	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	4.68853530883789	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	9.226400973919912	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	8.88903182488553	0.2	0.8	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	6.395251083374023	0.2	0.8	0.1
X1-X2-X3	GCMI	1.3664528650443843	0.2	0.9	0.1
X1-X2-X3	NPEET	1.0121282527352753	0.2	0.9	0.1
X1-X2-X3	THOI	0.9471529960632324	0.2	0.9	0.1
X1-X2-X3-X4	GCMI	2.385110554808856	0.2	0.9	0.1
X1-X2-X3-X4	NPEET	2.1573944574578787	0.2	0.9	0.1
X1-X2-X3-X4	THOI	1.6532325625419617	0.2	0.9	0.1
X1-X2-X3-X4-X5	GCMI	4.666792438422826	0.2	0.9	0.1
X1-X2-X3-X4-X5	NPEET	4.061271545574202	0.2	0.9	0.1
X1-X2-X3-X4-X5	THOI	3.234773373603821	0.2	0.9	0.1
X1-X2-X3-X4-X5-X6	GCMI	6.7435842789038904	0.2	0.9	0.1
X1-X2-X3-X4-X5-X6	NPEET	5.835885661966943	0.2	0.9	0.1
X1-X2-X3-X4-X5-X6	THOI	4.674295902252197	0.2	0.9	0.1
Z00-Z01-X1-X2-X3	GCMI	3.108711786058033	0.2	0.9	0.1
Z00-Z01-X1-X2-X3	NPEET	2.953480385495743	0.2	0.9	0.1
Z00-Z01-X1-X2-X3	THOI	2.1547943353652954	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	4.786811869393825	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	5.067977843242053	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4	THOI	3.317965006828308	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	7.30684647755627	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	7.2797779406191285	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	5.0647207736969	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	9.941419328855499	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	9.473520752179224	0.2	0.9	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	6.8908686876297	0.2	0.9	0.1
X1-X2-X3	GCMI	1.495158526860774	0.2	1.0	0.1
X1-X2-X3	NPEET	1.1117859424603391	0.2	1.0	0.1
X1-X2-X3	THOI	1.0363651394844056	0.2	1.0	0.1
X1-X2-X3-X4	GCMI	2.605485577259963	0.2	1.0	0.1
X1-X2-X3-X4	NPEET	2.3516713509564315	0.2	1.0	0.1
X1-X2-X3-X4	THOI	1.8059849977493285	0.2	1.0	0.1
X1-X2-X3-X4-X5	GCMI	5.021854594738686	0.2	1.0	0.1
X1-X2-X3-X4-X5	NPEET	4.357942617954529	0.2	1.0	0.1
X1-X2-X3-X4-X5	THOI	3.4808836579322815	0.2	1.0	0.1
X1-X2-X3-X4-X5-X6	GCMI	7.242584155134201	0.2	1.0	0.1
X1-X2-X3-X4-X5-X6	NPEET	6.228169440711042	0.2	1.0	0.1
X1-X2-X3-X4-X5-X6	THOI	5.020176124572754	0.2	1.0	0.1
Z00-Z01-X1-X2-X3	GCMI	3.3664889187301967	0.2	1.0	0.1
Z00-Z01-X1-X2-X3	NPEET	3.196725011085827	0.2	1.0	0.1
Z00-Z01-X1-X2-X3	THOI	2.3334689140319824	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	5.14937618646726	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	5.413012701476279	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4	THOI	3.569272685050964	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	7.804771645719451	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	7.73640787475906	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	5.4098508834838865	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	10.58074735782724	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	10.014839195362729	0.2	1.0	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	7.334007596969604	0.2	1.0	0.1
X1-X2-X3	GCMI	0.0074380310875801214	0.3	0.1	0.1
X1-X2-X3	NPEET	0.07578175549811314	0.3	0.1	0.1
X1-X2-X3	THOI	0.005155825614929199	0.3	0.1	0.1
X1-X2-X3-X4	GCMI	0.027115059019913533	0.3	0.1	0.1
X1-X2-X3-X4	NPEET	0.3463378153674467	0.3	0.1	0.1
X1-X2-X3-X4	THOI	0.018794322013854982	0.3	0.1	0.1
X1-X2-X3-X4-X5	GCMI	0.648467749019348	0.3	0.1	0.1
X1-X2-X3-X4-X5	NPEET	0.9568535942993112	0.3	0.1	0.1
X1-X2-X3-X4-X5	THOI	0.44948246479034426	0.3	0.1	0.1
X1-X2-X3-X4-X5-X6	GCMI	0.6410722262350053	0.3	0.1	0.1
X1-X2-X3-X4-X5-X6	NPEET	1.340607886378639	0.3	0.1	0.1
X1-X2-X3-X4-X5-X6	THOI	0.4443584680557251	0.3	0.1	0.1
Z00-Z01-X1-X2-X3	GCMI	-0.2021104184614151	0.3	0.1	0.1
Z00-Z01-X1-X2-X3	NPEET	0.6903830746770193	0.3	0.1	0.1
Z00-Z01-X1-X2-X3	THOI	-0.14009308815002441	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	0.7271625938423139	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	1.864499815431485	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4	THOI	0.5040313959121704	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	1.4647536318080043	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	2.7134910746285104	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	1.0152888536453246	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	1.6112633207421159	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	3.387717846545722	0.3	0.1	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	1.1168416500091554	0.3	0.1	0.1
X1-X2-X3	GCMI	0.06298477014489542	0.3	0.2	0.1
X1-X2-X3	NPEET	0.037644454286740105	0.3	0.2	0.1
X1-X2-X3	THOI	0.04365793466567993	0.3	0.2	0.1
X1-X2-X3-X4	GCMI	0.14247044951215954	0.3	0.2	0.1
X1-X2-X3-X4	NPEET	0.3397107257238451	0.3	0.2	0.1
X1-X2-X3-X4	THOI	0.09875278472900391	0.3	0.2	0.1
X1-X2-X3-X4-X5	GCMI	0.9168364054276896	0.3	0.2	0.1
X1-X2-X3-X4-X5	NPEET	1.1078891982982362	0.3	0.2	0.1
X1-X2-X3-X4-X5	THOI	0.6355016708374024	0.3	0.2	0.1
X1-X2-X3-X4-X5-X6	GCMI	0.9892175129811751	0.3	0.2	0.1
X1-X2-X3-X4-X5-X6	NPEET	1.6391592210380281	0.3	0.2	0.1
X1-X2-X3-X4-X5-X6	THOI	0.6856742858886719	0.3	0.2	0.1
Z00-Z01-X1-X2-X3	GCMI	-0.10233304031365549	0.3	0.2	0.1
Z00-Z01-X1-X2-X3	NPEET	0.7666072455583466	0.3	0.2	0.1
Z00-Z01-X1-X2-X3	THOI	-0.07093272209167481	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	0.927144858541188	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	2.054031024893708	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4	THOI	0.6426491498947143	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	1.9207421174464092	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	3.106853897935731	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	1.3313559532165526	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	2.4720848870612935	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	4.0447527792721285	0.3	0.2	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	1.713517665863037	0.3	0.2	0.1
X1-X2-X3	GCMI	0.1632754906802416	0.3	0.3	0.1
X1-X2-X3	NPEET	0.0960958245710379	0.3	0.3	0.1
X1-X2-X3	THOI	0.11317414045333862	0.3	0.3	0.1
X1-X2-X3-X4	GCMI	0.26688426769012563	0.3	0.3	0.1
X1-X2-X3-X4	NPEET	0.4780645156869813	0.3	0.3	0.1
X1-X2-X3-X4	THOI	0.18498967885971068	0.3	0.3	0.1
X1-X2-X3-X4-X5	GCMI	1.2624814250824246	0.3	0.3	0.1
X1-X2-X3-X4-X5	NPEET	1.4676740887520285	0.3	0.3	0.1
X1-X2-X3-X4-X5	THOI	0.8750840187072754	0.3	0.3	0.1
X1-X2-X3-X4-X5-X6	GCMI	1.6212657952264486	0.3	0.3	0.1
X1-X2-X3-X4-X5-X6	NPEET	2.2250378361858028	0.3	0.3	0.1
X1-X2-X3-X4-X5-X6	THOI	1.1237766027450562	0.3	0.3	0.1
Z00-Z01-X1-X2-X3	GCMI	0.18913729922839587	0.3	0.3	0.1
Z00-Z01-X1-X2-X3	NPEET	1.0219611727682496	0.3	0.3	0.1
Z00-Z01-X1-X2-X3	THOI	0.13109874725341797	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	1.3195962237522254	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	2.4784655660901804	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4	THOI	0.9146749973297119	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	2.6073222969039733	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	3.7327360588825074	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	1.807256269454956	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	3.5881116231785315	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	4.930242025527763	0.3	0.3	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	2.4870879888534545	0.3	0.3	0.1
X1-X2-X3	GCMI	0.28725022307474435	0.3	0.4	0.1
X1-X2-X3	NPEET	0.19392240079018883	0.3	0.4	0.1
X1-X2-X3	THOI	0.19910686016082763	0.3	0.4	0.1
X1-X2-X3-X4	GCMI	0.38552608710715475	0.3	0.4	0.1
X1-X2-X3-X4	NPEET	0.666002306620228	0.3	0.4	0.1
X1-X2-X3-X4	THOI	0.26722586154937744	0.3	0.4	0.1
X1-X2-X3-X4-X5	GCMI	1.6010341812983746	0.3	0.4	0.1
X1-X2-X3-X4-X5	NPEET	1.8520049350642047	0.3	0.4	0.1
X1-X2-X3-X4-X5	THOI	1.1097520589828491	0.3	0.4	0.1
X1-X2-X3-X4-X5-X6	GCMI	2.276491411018257	0.3	0.4	0.1
X1-X2-X3-X4-X5-X6	NPEET	2.842183834048648	0.3	0.4	0.1
X1-X2-X3-X4-X5-X6	THOI	1.5779441118240356	0.3	0.4	0.1
Z00-Z01-X1-X2-X3	GCMI	0.520045137904893	0.3	0.4	0.1
Z00-Z01-X1-X2-X3	NPEET	1.317041039139264	0.3	0.4	0.1
Z00-Z01-X1-X2-X3	THOI	0.3604676365852356	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	1.7290603851227737	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	2.9082516678133947	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4	THOI	1.1984921216964721	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	3.257246780001868	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	4.365940870271524	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	2.2577508211135866	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	4.608982556978407	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	5.807440011069064	0.3	0.4	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	3.194702982902527	0.3	0.4	0.1
X1-X2-X3	GCMI	0.4226523135319238	0.3	0.5	0.1
X1-X2-X3	NPEET	0.31039612617218293	0.3	0.5	0.1
X1-X2-X3	THOI	0.29296035766601564	0.3	0.5	0.1
X1-X2-X3-X4	GCMI	0.54605376379994	0.3	0.5	0.1
X1-X2-X3-X4	NPEET	0.8896398437790282	0.3	0.5	0.1
X1-X2-X3-X4	THOI	0.3784952282905579	0.3	0.5	0.1
X1-X2-X3-X4-X5	GCMI	1.9950019627819828	0.3	0.5	0.1
X1-X2-X3-X4-X5	NPEET	2.2579264230323894	0.3	0.5	0.1
X1-X2-X3-X4-X5	THOI	1.3828293681144714	0.3	0.5	0.1
X1-X2-X3-X4-X5-X6	GCMI	2.962177065599635	0.3	0.5	0.1
X1-X2-X3-X4-X5-X6	NPEET	3.4197402239928527	0.3	0.5	0.1
X1-X2-X3-X4-X5-X6	THOI	2.053223466873169	0.3	0.5	0.1
Z00-Z01-X1-X2-X3	GCMI	0.8704678406964602	0.3	0.5	0.1
Z00-Z01-X1-X2-X3	NPEET	1.6135366818805412	0.3	0.5	0.1
Z00-Z01-X1-X2-X3	THOI	0.6033623576164245	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	2.161928735764292	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	3.3377094104199414	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4	THOI	1.4985334396362304	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	3.9221399374901367	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	4.987490997393382	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	2.7186209201812743	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	5.581430483431099	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	6.6379187800632256	0.3	0.5	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	3.8687532901763917	0.3	0.5	0.1
X1-X2-X3	GCMI	0.5628633282117079	0.3	0.6	0.1
X1-X2-X3	NPEET	0.4202284574190019	0.3	0.6	0.1
X1-X2-X3	THOI	0.39014744758605957	0.3	0.6	0.1
X1-X2-X3-X4	GCMI	0.7218624403917667	0.3	0.6	0.1
X1-X2-X3-X4	NPEET	1.099669675775672	0.3	0.6	0.1
X1-X2-X3-X4	THOI	0.5003566384315491	0.3	0.6	0.1
X1-X2-X3-X4-X5	GCMI	2.3709628935540517	0.3	0.6	0.1
X1-X2-X3-X4-X5	NPEET	2.623055356569097	0.3	0.6	0.1
X1-X2-X3-X4-X5	THOI	1.6434258222579956	0.3	0.6	0.1
X1-X2-X3-X4-X5-X6	GCMI	3.5883895223388236	0.3	0.6	0.1
X1-X2-X3-X4-X5-X6	NPEET	3.9456788136300838	0.3	0.6	0.1
X1-X2-X3-X4-X5-X6	THOI	2.487280488014221	0.3	0.6	0.1
Z00-Z01-X1-X2-X3	GCMI	1.2062278762899203	0.3	0.6	0.1
Z00-Z01-X1-X2-X3	NPEET	1.8816318527959113	0.3	0.6	0.1
Z00-Z01-X1-X2-X3	THOI	0.8360930204391479	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	2.5713319277086737	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	3.7255242146476184	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4	THOI	1.7823099374771119	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	4.517113073300779	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	5.535396501893498	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	3.1310240745544435	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	GCMI	6.432706937701316	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	NPEET	7.353857684156419	0.3	0.6	0.1
Z00-Z01-X1-X2-X3-X4-X5-X6	THOI	4.458812808990478	0.3	0.6	0.1
X1-X2-X3	GCMI	0.6946210296862452	0.3	0.7	0.1
X1-X2-X3	NPEET	0.5188031561772444	0.3	0.7	0.1
X1-X2-X3	THOI	0.48147491216659544	0.3	0.7	0.1
X1-X2-X3-X4	GCMI	0.9020285356705184	0.3	0.7	0.1
X1-X2-X3-X4	NPEET	1.289798804142234	0.3	0.7	0.1
X1-X2-X3-X4	THOI	0.6252380251884461	0.3	0.7	0.1
X1-X2-X3-X4-X5	GCMI	2.729304900200971	0.3	0.7	0.1
X1-X2-X3-X4-X5	NPEET	2.9506140315473033	0.3	0.7	0.1
X1-X2-X3-X4-X5	THOI	1.8918092966079711	0.3	0.7	0.1
X1-X2-X3-X4-X5-X6	GCMI	4.162894263697078	0.3	0.7	0.1
X1-X2-X3-X4-X5-X6	NPEET	4.421095961979484	0.3	0.7	0.1
X1-X2-X3-X4-X5-X6	THOI	2.885496950149536	0.3	0.7	0.1
Z00-Z01-X1-X2-X3	GCMI	1.5122437307402117	0.3	0.7	0.1
Z00-Z01-X1-X2-X3	NPEET	2.151822399972644	0.3	0.7	0.1
Z00-Z01-X1-X2-X3	THOI	1.0482068538665772	0.3	0.7	0.1
Z00-Z01-X1-X2-X3-X4	GCMI	2.9722600089357636	0.3	0.7	0.1
Z00-Z01-X1-X2-X3-X4	NPEET	4.119007173722042	0.3	0.7	0.1
Z00-Z01-X1-X2-X3-X4	THOI	2.0602118015289306	0.3	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5	GCMI	5.07115310797615	0.3	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5	NPEET	6.077447374038291	0.3	0.7	0.1
Z00-Z01-X1-X2-X3-X4-X5	THOI	3.5150553941726685	0.3	0.7	0.1
