n-plet	method	O-information	alpha	beta	gamma
X1-X2-X3-X4-X5	JDIT	1.3196066775750224	0.4	0.2	0.10000000149011612
X1-X2-X3-X4-X5-X6	JDIT	1.6869789956366439	0.4	0.2	0.10000000149011612
Z00-Z01-X1-X2-X3	JDIT	0.14735075097414246	0.4	0.2	0.10000000149011612
Z00-Z01-X1-X2-X3-X4	JDIT	0.5137414212878231	0.4	0.2	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5	JDIT	2.604669019765406	0.4	0.2	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5-X6	JDIT	3.8841961434098735	0.4	0.2	0.10000000149011612
X1-X2-X3	JDIT	0.07187847249875942	0.4	0.3	0.10000000149011612
X1-X2-X3-X4	JDIT	0.4379779320812743	0.4	0.3	0.10000000149011612
X1-X2-X3-X4-X5	JDIT	1.3687700593201382	0.4	0.3	0.10000000149011612
X1-X2-X3-X4-X5-X6	JDIT	1.8758890831846728	0.4	0.3	0.10000000149011612
Z00-Z01-X1-X2-X3	JDIT	0.07187819904477565	0.4	0.3	0.10000000149011612
Z00-Z01-X1-X2-X3-X4	JDIT	0.4379771818216163	0.4	0.3	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5	JDIT	2.5460418517389183	0.4	0.3	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5-X6	JDIT	4.449810848233746	0.4	0.3	0.10000000149011612
X1-X2-X3	JDIT	0.08161129623228822	0.4	0.4	0.10000000149011612
X1-X2-X3-X4	JDIT	0.4751330536478009	0.4	0.4	0.10000000149011612
X1-X2-X3-X4-X5	JDIT	1.5467344811212402	0.4	0.4	0.10000000149011612
X1-X2-X3-X4-X5-X6	JDIT	2.2262209429256385	0.4	0.4	0.10000000149011612
Z00-Z01-X1-X2-X3	JDIT	0.08161116733190235	0.4	0.4	0.10000000149011612
Z00-Z01-X1-X2-X3-X4	JDIT	0.4751335481500475	0.4	0.4	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5	JDIT	2.665153963599946	0.4	0.4	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5-X6	JDIT	5.079792404549696	0.4	0.4	0.10000000149011612
X1-X2-X3	JDIT	0.12531271022342752	0.4	0.5	0.10000000149011612
X1-X2-X3-X4	JDIT	0.5664807420770303	0.4	0.5	0.10000000149011612
X1-X2-X3-X4-X5	JDIT	1.7757463017133297	0.4	0.5	0.10000000149011612
X1-X2-X3-X4-X5-X6	JDIT	2.6140687096967694	0.4	0.5	0.10000000149011612
Z00-Z01-X1-X2-X3	JDIT	0.12531293909740904	0.4	0.5	0.10000000149011612
Z00-Z01-X1-X2-X3-X4	JDIT	0.5664816497525783	0.4	0.5	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5	JDIT	2.866251802521897	0.4	0.5	0.10000000149011612
Z00-Z01-X1-X2-X3-X4-X5-X6	JDIT	5.685009296533326	0.4	0.5	0.10000000149011612
X1-X2-X3	JDIT	0.19183682681770925	0.4	0.6	0.10000000149011612
X1-X2-X3-X4	JDIT	0.6789447279286073	0.4	0.6	0.10000000149011612
X1-X2-X3-X4-X5	JDIT	2.0191674362411662	0.4	0.6	0.10000000149011612
X1-X2-X3-X4-X5-X6	JDIT	2.998672234410181	0.4	0.6	0.10000000149011612
