library	estimator	T	N	batch_size	order	time
THOI	GC	1000	20	300000	7	2.954101800918579
THOI	GC	1000	20	300000	8	4.399249792098999
THOI	GC	1000	20	300000	9	5.83887505531311
THOI	GC	1000	20	300000	10	6.507866382598877
THOI	GC	1000	20	300000	11	5.943259954452515
THOI	GC	1000	20	300000	12	4.5864098072052
THOI	GC	1000	20	300000	13	3.096041440963745
THOI	GC	1000	20	300000	14	1.8658411502838135
THOI	GC	1000	20	300000	15	0.9453146457672119
THOI	GC	1000	20	300000	16	0.29039859771728516
THOI	GC	1000	20	300000	17	0.11876797676086426
THOI	GC	1000	20	300000	18	0.09505081176757812
THOI	GC	1000	20	300000	19	0.08956694602966309
THOI	GC	1000	20	400000	3	0.15512943267822266
THOI	GC	1000	20	400000	4	0.2986273765563965
THOI	GC	1000	20	400000	5	0.98394775390625
THOI	GC	1000	20	400000	6	1.933671236038208
THOI	GC	1000	20	400000	7	3.0564706325531006
THOI	GC	1000	20	400000	8	4.5862908363342285
THOI	GC	1000	20	400000	9	6.000818490982056
THOI	GC	1000	20	400000	10	6.703473091125488
THOI	GC	1000	20	400000	11	6.160046100616455
THOI	GC	1000	20	400000	12	4.773705720901489
THOI	GC	1000	20	400000	13	3.1930274963378906
THOI	GC	1000	20	400000	14	2.059814929962158
THOI	GC	1000	20	400000	15	1.0426499843597412
THOI	GC	1000	20	400000	16	0.27105021476745605
THOI	GC	1000	20	400000	17	0.15341496467590332
THOI	GC	1000	20	400000	18	0.11335420608520508
THOI	GC	1000	20	400000	19	0.11191558837890625
THOI	GC	1000	20	500000	3	0.17664146423339844
THOI	GC	1000	20	500000	4	0.33551573753356934
THOI	GC	1000	20	500000	5	0.9847159385681152
THOI	GC	1000	20	500000	6	2.0703208446502686
THOI	GC	1000	20	500000	7	3.17128849029541
THOI	GC	1000	20	500000	8	4.694145202636719
THOI	GC	1000	20	500000	9	6.108751535415649
THOI	GC	1000	20	500000	10	6.790162801742554
THOI	GC	1000	20	500000	11	6.205722332000732
THOI	GC	1000	20	500000	12	4.852468252182007
THOI	GC	1000	20	500000	13	3.2338054180145264
THOI	GC	1000	20	500000	14	2.0494277477264404
THOI	GC	1000	20	500000	15	1.0800797939300537
THOI	GC	1000	20	500000	16	0.3322184085845947
THOI	GC	1000	20	500000	17	0.18116450309753418
THOI	GC	1000	20	500000	18	0.14806509017944336
THOI	GC	1000	20	500000	19	0.1390213966369629
THOI	GC	1000	20	600000	3	0.20318317413330078
THOI	GC	1000	20	600000	4	0.37531113624572754
THOI	GC	1000	20	600000	5	1.079099178314209
THOI	GC	1000	20	600000	6	1.9665086269378662
THOI	GC	1000	20	600000	7	3.156872272491455
THOI	GC	1000	20	600000	8	4.755405426025391
THOI	GC	1000	20	600000	9	6.182763576507568
THOI	GC	1000	20	600000	10	6.848283767700195
THOI	GC	1000	20	600000	11	6.3288843631744385
THOI	GC	1000	20	600000	12	4.919469594955444
THOI	GC	1000	20	600000	13	3.3263511657714844
THOI	GC	1000	20	600000	14	1.9893803596496582
THOI	GC	1000	20	600000	15	1.1064493656158447
THOI	GC	1000	20	600000	16	0.37612271308898926
THOI	GC	1000	20	600000	17	0.1994788646697998
THOI	GC	1000	20	600000	18	0.17760062217712402
THOI	GC	1000	20	600000	19	0.16705727577209473
THOI	GC	1000	20	700000	3	0.25440406799316406
THOI	GC	1000	20	700000	4	0.4075138568878174
THOI	GC	1000	20	700000	5	1.1273081302642822
THOI	GC	1000	20	700000	6	2.026580333709717
THOI	GC	1000	20	700000	7	3.1415114402770996
THOI	GC	1000	20	700000	8	4.798828601837158
THOI	GC	1000	20	700000	9	6.280027151107788
THOI	GC	1000	20	700000	10	6.92869234085083
THOI	GC	1000	20	700000	11	6.479250431060791
THOI	GC	1000	20	700000	12	5.0028603076934814
THOI	GC	1000	20	700000	13	3.332486629486084
THOI	GC	1000	20	700000	14	2.1521241664886475
THOI	GC	1000	20	700000	15	1.1460044384002686
THOI	GC	1000	20	700000	16	0.4055802822113037
THOI	GC	1000	20	700000	17	0.24189209938049316
THOI	GC	1000	20	700000	18	0.19375109672546387
THOI	GC	1000	20	700000	19	0.19363045692443848
THOI	GC	1000	20	800000	3	0.25539064407348633
THOI	GC	1000	20	800000	4	0.4216320514678955
THOI	GC	1000	20	800000	5	1.1197104454040527
THOI	GC	1000	20	800000	6	2.1061172485351562
THOI	GC	1000	20	800000	7	3.239168643951416
THOI	GC	1000	20	800000	8	4.843734264373779
THOI	GC	1000	20	800000	9	6.3774800300598145
THOI	GC	1000	20	800000	10	7.066657304763794
THOI	GC	1000	20	800000	11	6.538524866104126
THOI	GC	1000	20	800000	12	5.100722074508667
THOI	GC	1000	20	800000	13	3.2888646125793457
THOI	GC	1000	20	800000	14	2.1842596530914307
THOI	GC	1000	20	800000	15	1.1082088947296143
THOI	GC	1000	20	800000	16	0.4131202697753906
THOI	GC	1000	20	800000	17	0.2514646053314209
THOI	GC	1000	20	800000	18	0.21777629852294922
THOI	GC	1000	20	800000	19	0.213456392288208
THOI	GC	1000	20	900000	3	0.2759287357330322
THOI	GC	1000	20	900000	4	0.42412638664245605
THOI	GC	1000	20	900000	5	1.0999908447265625
THOI	GC	1000	20	900000	6	2.072643756866455
THOI	GC	1000	20	900000	7	3.3930587768554688
THOI	GC	1000	20	900000	8	4.928107261657715
THOI	GC	1000	20	900000	9	6.482954978942871
THOI	GC	1000	20	900000	10	7.1285552978515625
THOI	GC	1000	20	900000	11	6.570749044418335
THOI	GC	1000	20	900000	12	5.145268201828003
THOI	GC	1000	20	900000	13	3.381505250930786
THOI	GC	1000	20	900000	14	2.1362502574920654
THOI	GC	1000	20	900000	15	1.0408141613006592
THOI	GC	1000	20	900000	16	0.4519519805908203
THOI	GC	1000	20	900000	17	0.2741384506225586
THOI	GC	1000	20	900000	18	0.24311518669128418
THOI	GC	1000	20	900000	19	0.24123358726501465
THOI	GC	1000	20	1000000	3	0.3118762969970703
THOI	GC	1000	20	1000000	4	0.4823002815246582
THOI	GC	1000	20	1000000	5	1.1827011108398438
THOI	GC	1000	20	1000000	6	2.0287606716156006
THOI	GC	1000	20	1000000	7	3.335139751434326
THOI	GC	1000	20	1000000	8	4.954688310623169
THOI	GC	1000	20	1000000	9	6.492130279541016
THOI	GC	1000	20	1000000	10	7.172799587249756
THOI	GC	1000	20	1000000	11	6.618014812469482
THOI	GC	1000	20	1000000	12	5.123445749282837
THOI	GC	1000	20	1000000	13	3.4529590606689453
THOI	GC	1000	20	1000000	14	2.216550588607788
THOI	GC	1000	20	1000000	15	1.247551679611206
THOI	GC	1000	20	1000000	16	0.5179059505462646
THOI	GC	1000	20	1000000	17	0.31569910049438477
THOI	GC	1000	20	1000000	18	0.2817521095275879
THOI	GC	1000	20	1000000	19	0.26749444007873535
THOI	GC	1000	25	100000	3	0.26282763481140137
THOI	GC	1000	25	100000	4	1.378502368927002
THOI	GC	1000	25	100000	5	3.5256147384643555
THOI	GC	1000	25	100000	6	11.28831934928894
THOI	GC	1000	25	100000	7	30.932868480682373
THOI	GC	1000	25	100000	8	72.31981301307678
THOI	GC	1000	25	100000	9	139.11402869224548
THOI	GC	1000	25	100000	10	225.12925171852112
THOI	GC	1000	25	100000	11	313.8204855918884
THOI	GC	1000	25	100000	12	443.51162934303284
THOI	GC	1000	25	100000	13	496.49508023262024
THOI	GC	1000	25	100000	14	392.31480145454407
THOI	GC	1000	25	100000	15	332.36898469924927
THOI	GC	1000	25	100000	16	286.7568733692169
THOI	GC	1000	25	100000	17	150.15098071098328
THOI	GC	1000	25	100000	18	43.694578886032104
THOI	GC	1000	25	100000	19	12.114590644836426
THOI	GC	1000	25	100000	20	3.897324323654175
THOI	GC	1000	25	100000	21	1.296665906906128
THOI	GC	1000	25	100000	22	0.2406008243560791
THOI	GC	1000	25	100000	23	0.0685274600982666
THOI	GC	1000	25	100000	24	0.047876596450805664
THOI	GC	1000	25	200000	3	0.21264266967773438
THOI	GC	1000	25	200000	4	1.274012565612793
THOI	GC	1000	25	200000	5	3.7221736907958984
THOI	GC	1000	25	200000	6	11.45573353767395
THOI	GC	1000	25	200000	7	59.83655023574829
THOI	GC	1000	25	200000	8	128.18341708183289
THOI	GC	1000	25	200000	9	176.9104723930359
THOI	GC	1000	25	200000	10	360.6707761287689
THOI	GC	1000	25	200000	11	418.42537474632263
