library	estimator	T	N	batch_size	order	time
THOI	GC	1000	20	600000	17	0.07020115852355957
THOI	GC	1000	20	600000	18	0.04516792297363281
THOI	GC	1000	20	600000	19	0.04322361946105957
THOI	GC	1000	20	700000	3	0.06349754333496094
THOI	GC	1000	20	700000	4	0.1113433837890625
THOI	GC	1000	20	700000	5	0.2876701354980469
THOI	GC	1000	20	700000	6	0.6123600006103516
THOI	GC	1000	20	700000	7	1.2563807964324951
THOI	GC	1000	20	700000	8	2.311375141143799
THOI	GC	1000	20	700000	9	3.2081298828125
THOI	GC	1000	20	700000	10	3.7087597846984863
THOI	GC	1000	20	700000	11	3.534615993499756
THOI	GC	1000	20	700000	12	2.920579195022583
THOI	GC	1000	20	700000	13	1.9695239067077637
THOI	GC	1000	20	700000	14	1.1450815200805664
THOI	GC	1000	20	700000	15	0.4046769142150879
THOI	GC	1000	20	700000	16	0.15018653869628906
THOI	GC	1000	20	700000	17	0.07801103591918945
THOI	GC	1000	20	700000	18	0.05656766891479492
THOI	GC	1000	20	700000	19	0.04872751235961914
THOI	GC	1000	20	800000	3	0.07087874412536621
THOI	GC	1000	20	800000	4	0.12105369567871094
THOI	GC	1000	20	800000	5	0.29613828659057617
THOI	GC	1000	20	800000	6	0.6220989227294922
THOI	GC	1000	20	800000	7	1.269625186920166
THOI	GC	1000	20	800000	8	2.303363561630249
THOI	GC	1000	20	800000	9	3.121025562286377
THOI	GC	1000	20	800000	10	3.7961058616638184
THOI	GC	1000	20	800000	11	3.515219211578369
THOI	GC	1000	20	800000	12	3.0539982318878174
THOI	GC	1000	20	800000	13	2.084118604660034
THOI	GC	1000	20	800000	14	1.2939951419830322
THOI	GC	1000	20	800000	15	0.4082827568054199
THOI	GC	1000	20	800000	16	0.15841078758239746
THOI	GC	1000	20	800000	17	0.08539438247680664
THOI	GC	1000	20	800000	18	0.06269955635070801
THOI	GC	1000	20	800000	19	0.0544893741607666
THOI	GC	1000	20	900000	3	0.07265281677246094
THOI	GC	1000	20	900000	4	0.1269376277923584
THOI	GC	1000	20	900000	5	0.3082301616668701
THOI	GC	1000	20	900000	6	0.6217596530914307
THOI	GC	1000	20	900000	7	1.3052973747253418
THOI	GC	1000	20	900000	8	2.2587852478027344
THOI	GC	1000	20	900000	9	3.313161849975586
THOI	GC	1000	20	900000	10	3.7633514404296875
THOI	GC	1000	20	900000	11	3.5095856189727783
THOI	GC	1000	20	900000	12	2.8954339027404785
THOI	GC	1000	20	900000	13	1.9231796264648438
THOI	GC	1000	20	900000	14	1.135188102722168
THOI	GC	1000	20	900000	15	0.4060051441192627
THOI	GC	1000	20	900000	16	0.20746088027954102
THOI	GC	1000	20	900000	17	0.08716511726379395
THOI	GC	1000	20	900000	18	0.06493115425109863
THOI	GC	1000	20	900000	19	0.06394529342651367
THOI	GC	1000	20	1000000	3	0.08372926712036133
THOI	GC	1000	20	1000000	4	0.13268733024597168
THOI	GC	1000	20	1000000	5	0.273362398147583
THOI	GC	1000	20	1000000	6	0.6649112701416016
THOI	GC	1000	20	1000000	7	1.302783727645874
THOI	GC	1000	20	1000000	8	2.3974363803863525
THOI	GC	1000	20	1000000	9	3.138306140899658
THOI	GC	1000	20	1000000	10	3.656097650527954
THOI	GC	1000	20	1000000	11	3.679342269897461
THOI	GC	1000	20	1000000	12	2.9254727363586426
THOI	GC	1000	20	1000000	13	2.145487070083618
THOI	GC	1000	20	1000000	14	1.2173216342926025
THOI	GC	1000	20	1000000	15	0.3839857578277588
THOI	GC	1000	20	1000000	16	0.21341848373413086
THOI	GC	1000	20	1000000	17	0.10224175453186035
THOI	GC	1000	20	1000000	18	0.07453036308288574
THOI	GC	1000	20	1000000	19	0.07058429718017578
THOI	GC	1000	25	100000	3	0.041391849517822266
THOI	GC	1000	25	100000	4	0.17513608932495117
THOI	GC	1000	25	100000	5	0.8669922351837158
THOI	GC	1000	25	100000	6	1.6749672889709473
THOI	GC	1000	25	100000	7	1.9631471633911133
THOI	GC	1000	25	100000	8	2.051025629043579
THOI	GC	1000	25	100000	9	2.0114195346832275
THOI	GC	1000	25	100000	10	2.0956296920776367
THOI	GC	1000	25	100000	11	2.2637763023376465
THOI	GC	1000	25	100000	12	2.41420841217041
THOI	GC	1000	25	100000	13	2.6055047512054443
THOI	GC	1000	25	100000	14	2.6843864917755127
THOI	GC	1000	25	100000	15	3.0215160846710205
THOI	GC	1000	25	100000	16	3.2308266162872314
THOI	GC	1000	25	100000	17	3.44785475730896
THOI	GC	1000	25	100000	18	4.044484615325928
THOI	GC	1000	25	100000	19	4.457072734832764
THOI	GC	1000	25	100000	20	2.7497613430023193
THOI	GC	1000	25	200000	3	0.04987192153930664
THOI	GC	1000	25	200000	4	0.19433379173278809
THOI	GC	1000	25	200000	5	0.8535599708557129
THOI	GC	1000	25	200000	6	3.106196165084839
THOI	GC	1000	25	200000	7	3.6242940425872803
THOI	GC	1000	25	200000	8	3.7725417613983154
THOI	GC	1000	25	200000	9	4.1496875286102295
THOI	GC	1000	25	200000	10	3.990849494934082
THOI	GC	1000	25	200000	11	4.519355535507202
THOI	GC	1000	25	200000	12	4.652500152587891
THOI	GC	1000	25	200000	13	5.109653949737549
THOI	GC	1000	25	200000	14	5.429543972015381
THOI	GC	1000	25	200000	15	5.716789245605469
THOI	GC	1000	25	200000	16	6.159282922744751
THOI	GC	1000	25	200000	17	6.600422620773315
THOI	GC	1000	25	200000	18	7.807837724685669
THOI	GC	1000	25	200000	19	7.507827043533325
THOI	GC	1000	25	200000	20	2.7695677280426025
THOI	GC	1000	25	300000	3	0.061704397201538086
THOI	GC	1000	25	300000	4	0.21409869194030762
THOI	GC	1000	25	300000	5	0.8948829174041748
THOI	GC	1000	25	300000	6	3.042285680770874
