n_variables	n_samples	real_entropy	gcmi_entropy	npeet_entropy
4	1500000	4.499809670330265	4.567885384815231	8.188336458217163
4	10	7.16703787691222	8.865030391621442	7.508122625508127
4	15	7.16703787691222	8.671107075446836	7.718611898797628
4	100	7.16703787691222	7.825564104399362	8.031326391818117
4	150	7.16703787691222	7.83412726849093	8.055390561057488
4	1000	7.16703787691222	7.530256532474482	8.159675988081247
4	1500	7.16703787691222	7.4654030631739925	8.167770113615706
4	10000	7.16703787691222	7.364541907457459	8.18455646438877
4	15000	7.16703787691222	7.339819206401049	8.185663218714259
4	100000	7.16703787691222	7.272939899065475	8.187807333912167
4	150000	7.16703787691222	7.261665805437132	8.188020260133403
4	1000000	7.16703787691222	7.227359262820185	8.18831425720603
4	1500000	7.16703787691222	7.218129626364213	8.188337533593366
4	10	5.598421958998375	9.458226875098003	7.128710478831785
4	15	5.598421958998375	8.188923448301598	7.7500031760931885
4	100	5.598421958998375	6.556945218855592	8.025688630945345
4	150	5.598421958998375	6.638921633162802	8.080552108418628
4	1000	5.598421958998375	6.079763080660635	8.15571918436566
4	1500	5.598421958998375	6.058037558632865	8.169766339960226
4	10000	5.598421958998375	5.837149262868353	8.184384236397184
4	15000	5.598421958998375	5.834559036289182	8.185462548331627
4	100000	5.598421958998375	5.740821242343524	8.187847801399732
4	150000	5.598421958998375	5.72990512147315	8.188009033606662
4	1000000	5.598421958998375	5.677831134571175	8.188317859374257
4	1500000	5.598421958998375	5.670452442134998	8.188337624364419
4	10	4.787491742782046	6.564932010016962	7.461462283419701
4	15	4.787491742782046	5.669066407837229	7.648376113134319
4	100	4.787491742782046	5.189549952523961	8.035946137693212
4	150	4.787491742782046	5.3772063163020665	8.077591629344534
4	1000	4.787491742782046	5.129731328714947	8.160351376853798
4	1500	4.787491742782046	5.074564710187038	8.168796675429585
4	10000	4.787491742782046	4.957959402645152	8.18450483831874
4	15000	4.787491742782046	4.9561673584687576	8.185480648452144
4	100000	4.787491742782046	4.889704053116489	8.187831135105522
4	150000	4.787491742782046	4.879129859664925	8.187980476415014
4	1000000	4.787491742782046	4.843672169115214	8.188314688526072
4	1500000	4.787491742782046	4.839411125927095	8.188336064769716
4	10	5.817111159963204	6.841630673718603	7.174664129092513
4	15	5.817111159963204	7.029104869833742	7.454634820845492
4	100	5.817111159963204	6.522519007892868	8.034319772509857
4	150	5.817111159963204	6.457838894101831	8.069217736597826
4	1000	5.817111159963204	6.163328216881622	8.162498793173903
4	1500	5.817111159963204	6.167190072273701	8.16875916707547
4	10000	5.817111159963204	6.027700705927455	8.184612298913594
4	15000	5.817111159963204	5.9995573051240525	8.185640871723596
4	100000	5.817111159963204	5.9285350029922155	8.18781634229855
4	150000	5.817111159963204	5.914824908300279	8.18799624888469
4	1000000	5.817111159963204	5.8807300120951265	8.188319247719617
4	1500000	5.817111159963204	5.873330078962232	8.188336742358787
4	10	8.383433201236713	10.156892592959716	7.724559867885356
4	15	8.383433201236713	9.835485091036517	7.90753787140996
4	100	8.383433201236713	9.054109043611295	8.03680926345225
