distribution	alpha	window	O-information	Total Correlation	Dual Total Correlation	S-information
tt_normal	0.6	6	0.0942207388861834	0.4740336226155222	0.37981521493047604	0.853848732467778
tt_normal	0.6	7	0.08451255445374009	0.46027155945987985	0.37575894669710136	0.8360306160557055
tt_normal	0.6	8	0.09073304168826328	0.4712025334811365	0.38046925705108825	0.8516715426826325
tt_normal	0.6	9	0.0824692146576225	0.4799575772604321	0.3974883626028044	0.8774458564569776
tt_normal	0.7	0	0.14624335050569726	0.5974549323073184	0.45121135371590504	1.0486662068257975
tt_normal	0.7	1	0.1693128684435365	0.6257565768999562	0.4564404894131786	1.0821969878031685
tt_normal	0.7	2	0.16040044392890968	0.5967009465794604	0.436300205924897	1.033000951214475
tt_normal	0.7	3	0.13941247585184252	0.5964966142549812	0.4570815220984622	1.053578190409199
tt_normal	0.7	4	0.13400019825176057	0.5983989214535974	0.46439881754145534	1.0627978246650225
tt_normal	0.7	5	0.15342552006558285	0.6142329610677706	0.4608120089818377	1.0750450745253366
tt_normal	0.7	6	0.14994204054939977	0.6076171939253321	0.45767501664326693	1.0652919282206152
tt_normal	0.7	7	0.1599842321266632	0.6286626546504905	0.46867855476567377	1.097336417421984
tt_normal	0.7	8	0.16047288236011192	0.605037477717012	0.4445647226800071	1.0496024206878876
tt_normal	0.7	9	0.16108147548222335	0.6101319480698137	0.44905047258758407	1.059182608545727
tt_normal	0.8	0	0.20784469008543394	0.747537436955021	0.5396926983524827	1.2872299717166311
tt_normal	0.8	1	0.22136257827116684	0.7516326828459867	0.5302701918452312	1.2819027621764683
tt_normal	0.8	2	0.20947780853913017	0.770061279092797	0.5605834106375498	1.3306422453841071
tt_normal	0.8	3	0.20411390771954405	0.745389885446162	0.541276033071506	1.2866660631482714
tt_normal	0.8	4	0.20520122508502048	0.738201000380645	0.5329996757947909	1.2712006404908127
tt_normal	0.8	5	0.19740659798246984	0.7665406441822533	0.5691339088923998	1.335674553074651
tt_normal	0.8	6	0.21327731911662348	0.7555440220507101	0.5422727608256127	1.2978164333194144
tt_normal	0.8	7	0.19616704642496016	0.7093441518399288	0.513177105414973	1.2225211926945618
tt_normal	0.8	8	0.2146236991929288	0.7678919753624172	0.5532616344059919	1.321160457652342
tt_normal	0.8	9	0.21954273715869954	0.7457656986330861	0.5262228012821347	1.2719883401699006
tt_normal	0.9	0	0.2754919538734782	0.8691141863140395	0.5936221826085316	1.462738482333398
tt_normal	0.9	1	0.27751313176520603	0.9037131799749254	0.6262035719738549	1.5299168155812828
tt_normal	0.9	2	0.29743989290489187	0.9112136171917555	0.6137781458434328	1.524991829910983
tt_normal	0.9	3	0.26658666715102985	0.8991283680693662	0.6325415110939191	1.5316700140004544
tt_normal	0.9	4	0.2959639738204393	0.8975879539869958	0.6016281619746555	1.4992153339763457
tt_normal	0.9	5	0.28628650723583304	0.8840869575163168	0.5978003489025051	1.4818873053883035
tt_normal	0.9	6	0.2763457330528797	0.8867174907069248	0.6103719425955685	1.497089211613464
tt_normal	0.9	7	0.29061859285818814	0.9295858883052119	0.6389672202169454	1.5685533693733114
tt_normal	0.9	8	0.29813623525569855	0.9238800509952583	0.6257377538097408	1.5496212533530436
tt_normal	0.9	9	0.26186148429128503	0.891527760726337	0.6296661914685837	1.5211937299447091
tt_normal	1.0	0	0.36898576048785675	1.0502926801688908	0.6813070696060762	1.7315998534998596
tt_normal	1.0	1	0.3688419372440501	1.0532043438110072	0.684362371195504	1.7375673995039504
tt_normal	1.0	2	0.3676845800148156	1.0530001051130107	0.6853169263248631	1.7383170771800431
tt_normal	1.0	3	0.3383591409599229	1.0463500449287402	0.70799113156207	1.7543412256039252
tt_normal	1.0	4	0.3454853690498109	1.0361727910657699	0.6906873052036164	1.72686030681498
tt_normal	1.0	5	0.3550078589520729	1.0622804242603117	0.7072728936199966	1.7695536459554884
tt_normal	1.0	6	0.3414760486469149	1.0507723579821295	0.7092962533132247	1.7600686004436676
tt_normal	1.0	7	0.33011580194632495	1.052977609130064	0.72286184499869	1.7758391191042662
tt_normal	1.0	8	0.33511572433485054	1.0605138467639925	0.7253981366638962	1.7859123702306312
tt_normal	1.0	9	0.3783722998020544	1.070421925007441	0.6920494776095006	1.7624715995498064
joint_normal	0.0	0	-0.009543267823379626	0.0039843788642173195	0.013527566736729679	0.01751186422829397
joint_normal	0.0	1	0.02633827908221538	-0.00728224996039728	-0.03362053078905459	-0.04090279168235157
joint_normal	0.0	2	-0.002895809279517512	-0.001379339575990457	0.001516366133363022	1.3692144898780866E-4
joint_normal	0.0	3	0.009842522840188474	-0.007753745186747096	-0.017600413059626514	-0.025363290311358616
joint_normal	0.0	4	0.014150807647135803	-0.005108280622451389	-0.01925908466281566	-0.02436750650855571
joint_normal	0.0	5	-0.018161787816153706	0.0028427681941565197	0.021004360574358352	0.023842311631867515
joint_normal	0.0	6	0.022905540940959437	-0.0028853843700886728	-0.025790956077516813	-0.028676299024850523
joint_normal	0.0	7	-0.012540826607158903	0.005185195589845648	0.01772601213591863	0.022911099908061925
joint_normal	0.0	8	-0.005488330016423808	4.529703532654139E-4	0.005944824574823785	0.006394141152741025
joint_normal	0.0	9	0.012520668986238012	-0.009155413400478096	-0.02167617749217872	-0.030831690984815946
joint_normal	0.1	0	0.01636481154351907	0.01870392088731876	0.0023391173752295683	0.021043112609167997
joint_normal	0.1	1	0.022218335461380995	0.021885355362186942	-3.3292066560844727E-4	0.021552548463778024
joint_normal	0.1	2	0.019281460005137373	0.02381716616305596	0.004518938483588869	0.028336123778763163
joint_normal	0.1	3	-0.010512509446388102	0.03359316222916675	0.04410554895536539	0.07769851133591925
joint_normal	0.1	4	-0.001045307750586143	0.03100105872705683	0.03204127721820501	0.06304718723768601
joint_normal	0.1	5	-0.026267075153274432	0.03784534600380596	0.06410410987432046	0.10194941357401936
joint_normal	0.1	6	-0.010775209762426493	0.026017120582835673	0.03679244103477174	0.06280979792257721
joint_normal	0.1	7	0.030950263281145238	0.021631102518412604	-0.009319148391602253	0.012311991345978738
joint_normal	0.1	8	-0.004117074109719881	0.028250003877147378	0.03236702112869427	0.06061694969322627
joint_normal	0.1	9	0.02546893133373595	0.017848719360486598	-0.007620139187646192	0.01022869446733849
joint_normal	0.2	0	-0.016003739452732185	0.11722116607835176	0.13322497604238673	0.25044618254832374
joint_normal	0.2	1	-0.011993380087796776	0.1004061535237355	0.11239957132548829	0.21280577011898463
joint_normal	0.2	2	-0.023557949777892346	0.12450898988156212	0.14808369493028423	0.272592745182637
joint_normal	0.2	3	-0.02512946078016811	0.11337969006034143	0.13850911353038992	0.25188878732304665
joint_normal	0.2	4	-0.022017367257770912	0.11154110589880872	0.13355843137873621	0.24509957459919746
joint_normal	0.2	5	0.007570727667695478	0.11158239793714131	0.10401164078511245	0.21559399397879425
joint_normal	0.2	6	-0.02021309448572505	0.1143365903446778	0.13454963142958762	0.2488862512162597
joint_normal	0.2	7	0.05467717058896553	0.0878731085033877	0.03319579497203782	0.12106894885544704
joint_normal	0.2	8	0.011263097012556173	0.09399114079859316	0.08272810351530989	0.17671933513805
joint_normal	0.2	9	0.02114346670595714	0.10271825487809849	0.08157482212562264	0.18429312555770994
joint_normal	0.3	0	0.024033608303162965	0.22707347890586504	0.20303983062293388	0.4301132734337769
joint_normal	0.3	1	0.037411655528486236	0.22347137157372288	0.18605975071226605	0.4095311200861299
joint_normal	0.3	2	-0.0033846961415019646	0.24338630335059008	0.2467709884379728	0.49014467976776965
joint_normal	0.3	3	-0.002214341205348041	0.22619638409524612	0.22841073664644734	0.45460720514414554
joint_normal	0.3	4	0.03760843439545868	0.21099072023891097	0.17338235444838257	0.3843730710348343
joint_normal	0.3	5	0.016101281096211013	0.21984972137967418	0.2037484628791628	0.4235983392310142
joint_normal	0.3	6	0.023322411079955373	0.20812507083657295	0.18480271336806545	0.3929278501404232
joint_normal	0.3	7	-0.008342155803990597	0.2274176194717512	0.23575980322897855	0.4631774975555618
joint_normal	0.3	8	0.026003420532927264	0.23460246481154456	0.20859894803477602	0.4432012798477744
joint_normal	0.3	9	0.016119847281445943	0.2204315728541104	0.2043116879626348	0.42474321053570585
joint_normal	0.4	0	0.0019842056364822473	0.37174917562070675	0.3697650193374303	0.7415143283760876
joint_normal	0.4	1	-3.642323129171292E-4	0.36867933596776936	0.3690435783226153	0.7377228669011399
joint_normal	0.4	2	0.01253099816892363	0.38105210873654016	0.368521063075505	0.7495730958907141
joint_normal	0.4	3	0.01987805940204965	0.3766050338854683	0.35672704814509554	0.7333322434757465
joint_normal	0.4	4	0.02372176722669359	0.35884637879520653	0.33512462265507564	0.6939709589673437
joint_normal	0.4	5	0.014802215661484295	0.3817090509016481	0.3669067933325233	0.748615621292094
joint_normal	0.4	6	0.03705723350356936	0.3714435894917898	0.33438638153101047	0.7058300359931735
joint_normal	0.4	7	0.011076758888137195	0.3707869325615576	0.35971030665026726	0.7304986911893232
joint_normal	0.4	8	0.019343680793948964	0.3789879336755888	0.3596441959802965	0.7386320948810203
joint_normal	0.4	9	0.017801343141648714	0.3655796691384836	0.34777834405896124	0.7133580363823616
joint_normal	0.5	0	0.03681741804251603	0.5418962488147443	0.5050787668690931	1.0469750436376957
joint_normal	0.5	1	0.002723276248440461	0.5664495705914234	0.5637264216632476	1.130172413689931
joint_normal	0.5	2	0.021863765104913564	0.5667797822549332	0.5449160220424568	1.111695701014431
joint_normal	0.5	3	0.01974086150366752	0.5327629488765027	0.513022030507933	1.045784958946942
joint_normal	0.5	4	0.020808169598132937	0.5346595741959348	0.5138513339626999	1.048510845238546
joint_normal	0.5	5	9.954980342223893E-4	0.5977703580146354	0.5967749051642693	1.1945454457693923
joint_normal	0.5	6	0.03344013560982041	0.5438368473964417	0.5103968358844718	1.0542198283220916
joint_normal	0.5	7	0.009220715939209203	0.5586421325746969	0.5494213188857321	1.1080633277611944
joint_normal	0.5	8	0.022047129267194186	0.5581773150418528	0.5361301590027325	1.0943074981475402
joint_normal	0.5	9	-0.004253819370811872	0.5549739792046395	0.5592277745932026	1.1142017886730817
joint_normal	0.6	0	0.026593175689723327	0.7508661722230769	0.7242729520701854	1.4751391507336322
joint_normal	0.6	1	0.06393707721899174	0.7544767295343817	0.6905395372227489	1.4450161684192335
joint_normal	0.6	2	0.058410498911432004	0.7392280692906539	0.6808174551864102	1.4200456290288612
joint_normal	0.6	3	0.005461481361468601	0.7578084826678904	0.7523470131332015	1.5101555730287735
